"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.image2_url","Answer.charAction","Answer.charEmotionFemale","Answer.charEmotionMale","Answer.charGender","Answer.charHeadMove","Answer.charSpeak","Answer.chars","Answer.emotion1","Answer.facialExpression1""","Answer.prop1","Answer.prop2","Answer.prop3","Answer.soundE1","Answer.soundE2","Answer.soundE3","Answer.spokenWords1","Approve","Reject"
"308KJXFUJREX2SGKL2MCNFMC9Y1ATG","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","3137ONMDKHDZ9K9J79UT9ZS1EMXGE9","A2RV6QX6SN4YIC","Submitted","Tue Aug 18 20:45:48 PDT 2020","Tue Aug 18 20:47:39 PDT 2020","Sun Aug 23 20:47:39 PDT 2020","","","","111","0% (0/2)","0% (0/2)","0% (0/2)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame30.jpg?token=APCQXYXNMGSZEHM2BRKDYL27IOOC2","other","surprise","","f","Tilt left","yes","Whispers","","","Cannot determine in this frame","Cannot determine in this frame","Cannot determine in this frame","other","other","other","oh my god no"
"308KJXFUJREX2SGKL2MCNFMC9Y1ATG","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","3I3WADAZ9RCN5EXOKREYAEVQSJF5OI","A2XRPDH3WXT29P","Submitted","Wed Aug 19 09:36:50 PDT 2020","Wed Aug 19 09:36:56 PDT 2020","Mon Aug 24 09:36:56 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame30.jpg?token=APCQXYXNMGSZEHM2BRKDYL27IOOC2","","","","f","","","","","","","","","","","",""
"308KJXFUJREX2SGKL2MCNFMC9Y1ATG","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","3VHHR074H4PUMX8AVSD3GH5SODU7LT","A1TXNNM9JRHKBG","Submitted","Tue Aug 18 10:16:06 PDT 2020","Tue Aug 18 10:20:18 PDT 2020","Sun Aug 23 10:20:18 PDT 2020","","","","252","0% (0/3)","0% (0/3)","0% (0/3)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame30.jpg?token=APCQXYXNMGSZEHM2BRKDYL27IOOC2","Walking","joy","","f","Tilt left","no","Jokes","","","No props in this frame","No props in this frame","No props in this frame","No sound effects in this frame","No sound effects in this frame","No sound effects in this frame","just walk"
"3VJ4PFXFJ3FC25V9L7CMSB8ESC8AU7","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","32SVAV9L3GHVPVGJWPLNUMD1P15A39","AA5GZZVS7I5ZA","Submitted","Tue Aug 18 15:26:02 PDT 2020","Tue Aug 18 15:28:08 PDT 2020","Sun Aug 23 15:28:08 PDT 2020","","","","126","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame60.jpg?token=APCQXYUHGBDZFNAXJZEON5K7IOSUK","Hand(s) covering mouth","laughter","","f","Normal/Resting Position","yes","Chuckles","","","No props in this frame","No props in this frame","No props in this frame","No sound effects in this frame","No sound effects in this frame","No sound effects in this frame",""
"3VJ4PFXFJ3FC25V9L7CMSB8ESC8AU7","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","3I0BTBYZAYT04LFPT8HKVAX1PF6Y0S","AP26GRD3QSPRP","Submitted","Tue Aug 18 14:08:18 PDT 2020","Tue Aug 18 14:10:42 PDT 2020","Sun Aug 23 14:10:42 PDT 2020","","","","144","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame60.jpg?token=APCQXYUHGBDZFNAXJZEON5K7IOSUK","Laughing","laughter","","f","Cannot determine in this frame","no","","","","","","","No sound effects in this frame","No sound effects in this frame","No sound effects in this frame",""
"3VJ4PFXFJ3FC25V9L7CMSB8ESC8AU7","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","3PWWM24LHT6SLPRLVRN4FL2ETWX82E","A3LVXXYQ82DO5I","Submitted","Tue Aug 18 09:30:28 PDT 2020","Tue Aug 18 09:31:11 PDT 2020","Sun Aug 23 09:31:11 PDT 2020","","","","43","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame60.jpg?token=APCQXYUHGBDZFNAXJZEON5K7IOSUK","","joy","","f","Up","","","","","","","","","","",""
"36818Z1KV3LS3BIQ6NGL52IEFZO3AS","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","37C0GNLMHGBSKL6DZ1ANRQXRKUF6DM","A3JSRE1MQI1PE4","Submitted","Tue Aug 18 13:11:40 PDT 2020","Tue Aug 18 13:21:37 PDT 2020","Sun Aug 23 13:21:37 PDT 2020","","","","597","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame90.jpg?token=APCQXYRSFWCLBVA7QWWT4AS7IU3DQ","Turning towards other character","amusement","","f","Head shake side to side","yes","Chuckles","","","Bottle","No props in this frame","No props in this frame","Birdsong","Crickets","No sound effects in this frame","No, I don't have an ex-boyfriend"
"36818Z1KV3LS3BIQ6NGL52IEFZO3AS","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","3F6KKYWMNC90R6C5YIW4T1JDFQ7DNI","A2XRPDH3WXT29P","Submitted","Wed Aug 19 09:34:50 PDT 2020","Wed Aug 19 09:34:56 PDT 2020","Mon Aug 24 09:34:56 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame90.jpg?token=APCQXYRSFWCLBVA7QWWT4AS7IU3DQ","","","","m","","","","","","","","","","","",""
"36818Z1KV3LS3BIQ6NGL52IEFZO3AS","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","3XC1O3LBOTUHKV5H8VG4LDXADHQTLA","A25PZVIUHZ59PQ","Submitted","Wed Aug 19 09:21:07 PDT 2020","Wed Aug 19 09:22:11 PDT 2020","Mon Aug 24 09:22:11 PDT 2020","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame90.jpg?token=APCQXYRSFWCLBVA7QWWT4AS7IU3DQ","Laughing","amusement","","f","Normal/Resting Position","no","","","","No props in this frame","No props in this frame","No props in this frame","No sound effects in this frame","No sound effects in this frame","No sound effects in this frame",""
"3087LXLJ6MORIA01YGKUH5VY93H0F7","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:23:14 PDT 2020","3","BatchId:4155843;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:23:14 PDT 2020","","","37M28K1J0RL6A9I8ZADAATUQL36AJA","A2XRPDH3WXT29P","Submitted","Wed Aug 19 09:36:59 PDT 2020","Wed Aug 19 09:37:05 PDT 2020","Mon Aug 24 09:37:05 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/SpectacularNow2.jpg?token=APCQXYUFMSFJVFGFXW6BMX27IT5W6","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame120.jpg?token=APCQXYSIJDDF53IA5OCQN2C7IU3FA","","","","f","","","","","","","","","","","",""
