"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.image2_url","Answer.charAction","Answer.charEmotionFemale","Answer.charEmotionMale","Answer.charGender","Answer.charHeadMove","Answer.charSpeak","Answer.chars","Answer.emotion1","Answer.facialExpression1""","Answer.prop1","Answer.prop2","Answer.prop3","Answer.soundE1","Answer.soundE2","Answer.soundE3","Answer.spokenWords1","Approve","Reject"
"3WGCNLZJKFGURF7N3TT47ABN2I7D1C","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","5","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","30LB5CDZNDI09BPUPUJ39H63VF8Z0U","A3I8NVUBATT5GK","Approved","Wed Aug 19 09:41:14 PDT 2020","Wed Aug 19 09:42:20 PDT 2020","Mon Aug 24 09:42:20 PDT 2020","Fri Aug 21 03:25:28 PDT 2020","","","66","100% (3/3)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame30.jpg?token=APCQXYXNMGSZEHM2BRKDYL27IOOC2","Singing","","joy","m","Normal/Resting Position","yes","Teases","","","No props in this frame","No props in this frame","No props in this frame","No sound effects in this frame","No sound effects in this frame","No sound effects in this frame","you dont have an ex boyfriend"
"3WGCNLZJKFGURF7N3TT47ABN2I7D1C","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","5","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","31EUONYN2WB438C3QIWBECPP57GOV7","A2XRPDH3WXT29P","Rejected","Wed Aug 19 09:35:42 PDT 2020","Wed Aug 19 09:35:48 PDT 2020","Mon Aug 24 09:35:48 PDT 2020","","Fri Aug 21 03:24:49 PDT 2020","Asked to label the male character.","6","0% (0/23)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame30.jpg?token=APCQXYXNMGSZEHM2BRKDYL27IOOC2","","","","f","","","","","","","","","","","",""
"3WGCNLZJKFGURF7N3TT47ABN2I7D1C","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","5","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","36TFCYNS45IMFGVBMK23IOP9A7HXHP","A26YJ2GBUL0WLJ","Approved","Mon Aug 24 17:01:15 PDT 2020","Mon Aug 24 17:02:36 PDT 2020","Sat Aug 29 17:02:36 PDT 2020","Wed Aug 26 02:06:15 PDT 2020","","","81","25% (1/4)","25% (1/4)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame30.jpg?token=APCQXYXNMGSZEHM2BRKDYL27IOOC2","Hand(s) covering mouth","","desperation","m","Normal/Resting Position","no","Demands","","","Cannot determine in this frame","Cannot determine in this frame","Cannot determine in this frame","Cannot determine in this frame","No sound effects in this frame","Cannot determine in this frame",""
"3WGCNLZJKFGURF7N3TT47ABN2I7D1C","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","5","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","36ZN444YTS6ZH2S3RBXSZNZVYKLIO0","AFMUICN4NHMVY","Rejected","Fri Aug 21 05:18:20 PDT 2020","Fri Aug 21 05:19:17 PDT 2020","Wed Aug 26 05:19:17 PDT 2020","","Mon Aug 24 01:16:02 PDT 2020","Labelled gender/props/sound effects/spoken words incorrectly.","57","50% (2/4)","50% (2/4)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame30.jpg?token=APCQXYXNMGSZEHM2BRKDYL27IOOC2","Laughing","","alertness","m","Turn left","yes","Demands","","","Cannot determine in this frame","Cannot determine in this frame","Cannot determine in this frame","Wind","","Rain",""
"3WGCNLZJKFGURF7N3TT47ABN2I7D1C","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","5","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","3EF8EXOTT23AGL583RKHZS1NH941JH","A141LUZB1STXDE","Approved","Wed Aug 19 09:47:26 PDT 2020","Wed Aug 19 09:52:59 PDT 2020","Mon Aug 24 09:52:59 PDT 2020","Fri Aug 21 03:25:28 PDT 2020","","","333","93% (13/14)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame30.jpg?token=APCQXYXNMGSZEHM2BRKDYL27IOOC2","Walking","","laughing","m","Down","yes","Suggests","","","Bottle","","","No sound effects in this frame","","","what about am what you like.. an ex-boyfriend?"
"3VZYA8PITO6ZGD7CS47LVT4LK9305O","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","3","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","32KTQ2V7RENI6YEOA1C2UQBNJ7TM95","AD75IYA9OIIQF","Approved","Tue Aug 18 10:20:39 PDT 2020","Tue Aug 18 10:24:39 PDT 2020","Sun Aug 23 10:24:39 PDT 2020","Wed Aug 19 03:03:57 PDT 2020","","","240","100% (1/1)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame60.jpg?token=APCQXYUHGBDZFNAXJZEON5K7IOSUK","Turning towards other character","","amusement","m","Tilt left","yes","Murmurs","","","","","","No sound effects in this frame","","","what"
"3VZYA8PITO6ZGD7CS47LVT4LK9305O","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","3","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","3CFJTT4SXUYSWW04APGQO1D0792I7S","A7CROVMAIEN0D","Approved","Tue Aug 18 10:23:56 PDT 2020","Tue Aug 18 10:30:29 PDT 2020","Sun Aug 23 10:30:29 PDT 2020","Wed Aug 19 03:03:57 PDT 2020","","","393","50% (1/2)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame60.jpg?token=APCQXYUHGBDZFNAXJZEON5K7IOSUK","Stopping","","neutral","m","Turn left","yes","Asks","","","No props in this frame","","","Cannot determine in this frame","","","What about ex boyfriends?"
"3VZYA8PITO6ZGD7CS47LVT4LK9305O","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","3","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","3QY7M81QH8UJ2RQSAS121HSDZGA7KH","A2RV6QX6SN4YIC","Rejected","Tue Aug 18 20:40:52 PDT 2020","Tue Aug 18 20:43:38 PDT 2020","Sun Aug 23 20:43:38 PDT 2020","","Wed Aug 19 02:56:04 PDT 2020","The words the character said were not correct - they need to be as close to exactly what they say, not a description of what the conversation is about - no short hand words either.","166","33% (3/9)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame60.jpg?token=APCQXYUHGBDZFNAXJZEON5K7IOSUK","Walking","","joy","m","Head shake up and down","yes","Whispers","","","Cannot determine in this frame","Cannot determine in this frame","Cannot determine in this frame","other","other","other","is i x boy friend"
"37Y5RYYI0PD8J5BY7C90XI1O80VSXC","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","6","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","304SM51WA4C4SM6QSIMKX55J0R2BSV","A33WGQX76TV335","Rejected","Fri Aug 21 17:46:51 PDT 2020","Fri Aug 21 17:47:34 PDT 2020","Wed Aug 26 17:47:34 PDT 2020","","Mon Aug 24 01:16:00 PDT 2020","Labelled gender/props/sound effects/spoken words incorrectly.","43","0% (0/35)","0% (0/35)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame90.jpg?token=APCQXYRSFWCLBVA7QWWT4AS7IU3DQ","","laughter","","f","Head shake up and down","yes","Retorts","","","Bottle","Glass","No props in this frame","Doorbell","Wind","Wind",""
"37Y5RYYI0PD8J5BY7C90XI1O80VSXC","3ZZSZV2CUBUHMAPRCUFDTCTLCC7SG9","Label frames from films/TV shows - WARNING: This HIT may contain adult content. Worker discretion is advised","Label frames from film/TV scenes dependent on a certain character - label emotion/action/sound effects/props which are important to the story.","label, scene, film, TV, frames, character, emotion, props, sound effects, action","$0.02","Tue Aug 18 09:16:24 PDT 2020","6","BatchId:4155829;OriginalHitTemplateId:928390828;","3600","432000","Tue Aug 25 09:16:24 PDT 2020","","","3IO1LGZLKA5G3QAMITZ75YJQ99N86Z","A3I8NVUBATT5GK","Approved","Wed Aug 19 09:39:36 PDT 2020","Wed Aug 19 09:41:02 PDT 2020","Mon Aug 24 09:41:02 PDT 2020","Fri Aug 21 03:25:27 PDT 2020","","","86","100% (3/3)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/Images/spectacularNow1.jpg?token=APCQXYQTT364CISX4HDNUOC7IT56S","https://raw.githubusercontent.com/aoibheannamy/aoibheannamy.github.io/master/manual/TheSpectacularNow-FirstKiss/video2frame90.jpg?token=APCQXYRSFWCLBVA7QWWT4AS7IU3DQ","Walking","","laughing","m","Head shake up and down","yes","Teases","","","No props in this frame","No props in this frame","No props in this frame","No sound effects in this frame","No sound effects in this frame","No sound effects in this frame","you dont have an ex boyfriend"
